ID,Gender,CustomerType,Age,TypeTravel,Travel_Class,Travel_Distance,DepartureDelay_in_Mins,ArrivalDelay_in_Mins,Seat_comfort,Seat_Class,Arrival_time_convenient,Catering,Platform_location,Onboardwifi_service,Onboard_entertainment,Online_support,Onlinebooking_Ease,Onboard_service,Leg_room,Baggage_handling,Checkin_service,Cleanliness,Online_boarding,Target_Act,Target_Pre
98843285,1,0,34.0,1,1,2568,61.0,53.0,0,0,5,0,1,0,0,0,0,3,3,4,0,5,0,0,0
98858853,0,0,46.0,0,0,4506,416.0,407.0,0,0,0,0,2,3,3,3,1,0,3,1,3,3,3,1,1
98862911,0,0,58.0,1,1,592,5.0,0.0,5,1,5,5,1,4,4,4,4,1,3,1,3,1,4,1,1
98839532,1,1,43.0,0,1,971,0.0,0.0,4,1,5,4,3,0,4,0,0,5,3,3,5,4,0,0,0
98888073,0,0,34.0,1,1,2430,93.0,89.0,3,1,0,3,4,4,3,4,4,1,0,0,3,3,4,0,0
98805290,1,1,24.0,0,1,2327,0.0,0.0,0,1,1,0,4,4,0,4,4,3,1,2,4,3,4,0,0
98803716,1,0,16.0,1,1,2572,0.0,2.0,0,0,0,0,0,1,0,4,1,4,0,0,5,0,1,0,0
98814200,1,0,9.0,1,1,1890,0.0,0.0,2,1,3,2,2,5,2,5,5,1,0,3,4,1,5,1,1
98817230,1,0,27.0,1,1,1538,0.0,0.0,3,0,3,3,0,4,3,4,4,0,1,2,1,3,4,1,0
98893639,0,0,37.0,0,0,3102,0.0,1.0,3,0,3,3,0,0,0,1,3,3,1,0,1,3,4,1,1
98884160,1,0,49.0,0,0,3337,0.0,0.0,3,0,1,4,0,1,3,1,3,3,3,2,1,3,1,1,1
98855845,1,0,10.0,0,0,5484,9.0,30.0,5,1,0,0,2,5,5,5,5,4,3,2,3,0,5,0,0
98857631,1,1,27.0,0,1,2589,0.0,0.0,3,1,3,3,1,4,3,4,4,3,4,0,4,4,4,0,0
98831248,1,0,31.0,0,0,2686,16.0,68.0,5,0,1,5,1,3,3,3,3,3,3,4,4,1,3,1,1
98889531,0,0,49.0,0,0,2910,0.0,13.0,0,1,3,0,2,5,5,1,0,0,0,0,3,0,1,1,0
98885720,1,0,70.0,1,1,2169,0.0,0.0,5,0,4,0,0,5,5,5,5,4,5,2,3,0,5,0,0
98853510,1,0,43.0,0,1,1503,0.0,0.0,3,0,0,0,2,3,3,3,3,0,4,0,4,0,3,1,0
98828449,0,0,48.0,1,1,1178,0.0,0.0,0,1,1,0,2,4,1,1,1,1,1,1,3,1,1,1,1
98869499,1,1,19.0,0,1,2346,0.0,0.0,1,0,1,1,0,1,1,1,1,1,3,3,5,0,1,1,1
98839659,1,0,54.0,0,0,2026,0.0,0.0,1,0,1,1,4,4,3,3,3,3,3,2,3,3,0,1,1
98852555,1,0,50.0,1,0,218,0.0,6.0,0,1,1,0,2,4,3,3,4,4,0,3,0,4,0,0,0
98892015,0,0,13.0,1,1,1938,3.0,0.0,4,1,4,4,3,3,3,1,1,1,1,1,3,1,0,1,1
98870852,0,0,52.0,0,1,747,0.0,0.0,4,0,1,1,4,1,3,0,4,4,4,3,0,4,5,0,0
98850386,0,0,57.0,1,1,640,9.0,0.0,0,1,0,0,2,3,3,1,1,1,1,2,0,1,3,1,1
98883157,0,0,67.0,1,1,982,0.0,2.0,3,0,4,3,2,5,4,4,3,3,3,2,3,3,3,1,1
98830087,0,0,48.0,1,1,315,0.0,0.0,3,0,1,0,2,3,3,3,3,3,5,3,1,0,3,1,1
98817734,1,0,48.0,0,0,3276,15.0,7.0,5,0,5,5,1,1,1,3,3,3,3,2,0,3,1,1,1
98884967,1,0,37.0,0,1,1319,73.0,58.0,4,0,4,0,3,4,4,4,4,5,0,2,4,3,4,0,0
98878277,1,0,36.0,0,0,1869,20.0,5.0,3,0,3,3,0,3,0,1,0,0,0,0,1,0,3,1,1
98855425,1,1,24.0,0,1,1729,1.0,7.0,0,0,5,0,0,4,0,1,4,4,4,2,0,3,4,0,0
98889012,0,0,40.0,1,1,2352,18.0,9.0,3,0,3,3,0,3,3,3,3,5,0,1,4,1,3,1,1
98869945,1,0,33.0,1,1,1923,161.0,177.0,5,0,4,5,0,5,1,1,5,4,3,0,1,3,1,0,0
98857470,1,0,7.0,1,1,2257,0.0,0.0,5,1,1,5,0,4,5,5,4,5,3,3,3,3,4,0,0
98873808,0,1,49.0,0,0,2564,0.0,2.0,5,0,2,2,2,3,5,3,3,0,3,2,1,1,3,0,0
98833337,1,0,48.0,0,1,1769,0.0,0.0,1,0,1,3,4,1,1,1,1,3,5,2,5,1,1,1,1
98858479,0,0,41.0,0,0,3281,87.0,84.0,0,1,1,0,2,1,3,3,0,0,0,0,0,0,1,1,1
98822269,0,0,25.0,0,0,2850,104.0,91.0,0,0,3,3,0,0,4,0,0,4,3,2,5,0,0,0,0
98827348,0,0,41.0,0,0,3497,35.0,20.0,0,1,0,0,2,4,3,3,1,1,1,1,0,1,1,1,1
98836548,0,0,35.0,1,1,2167,0.0,0.0,3,1,1,3,0,5,3,5,5,3,4,2,3,1,5,1,0
98881693,0,0,45.0,0,0,83,16.0,13.0,2,0,0,2,3,4,5,3,5,5,5,4,4,5,0,1,1
98857893,0,0,34.0,0,0,2468,0.0,9.0,1,0,1,1,4,3,3,1,3,3,3,2,0,3,0,1,1
98834531,0,0,41.0,0,1,2101,0.0,0.0,5,1,0,0,2,5,5,5,5,0,4,3,3,4,5,0,0
98843325,1,0,48.0,0,0,695,68.0,63.0,3,1,3,3,0,3,3,3,3,3,3,2,0,3,3,1,1
98875451,1,0,36.0,0,0,3977,0.0,0.0,0,1,0,3,2,5,0,0,0,0,0,0,4,0,5,0,0
98806344,0,0,70.0,1,1,1088,18.0,21.0,3,1,3,3,4,1,3,1,3,3,3,1,3,3,3,0,0
98843094,1,0,33.0,0,0,5114,26.0,20.0,4,1,4,4,3,1,1,1,1,0,0,2,3,3,1,1,1
98886981,0,0,32.0,1,1,1676,0.0,0.0,1,1,1,0,4,3,3,1,1,1,1,1,0,1,3,1,1
98814321,1,0,53.0,1,1,2626,0.0,17.0,3,0,4,3,0,3,3,3,3,4,1,2,3,0,3,0,0
98824204,0,0,46.0,0,0,1661,0.0,0.0,3,1,3,3,0,4,0,3,1,1,1,1,3,1,0,1,1
98865152,0,1,22.0,0,0,1613,1.0,0.0,1,0,2,1,3,5,1,5,5,0,3,1,3,1,5,1,1
98808801,0,0,21.0,0,1,2216,1.0,0.0,1,0,1,1,4,1,1,3,1,1,1,4,4,0,1,1,1
98858743,0,0,35.0,0,0,1648,15.0,0.0,0,1,0,0,2,0,0,3,0,0,0,0,5,0,3,0,0
98838433,0,0,17.0,0,0,2421,0.0,0.0,4,0,4,4,3,1,1,1,1,4,0,1,5,3,1,1,1
98880643,1,0,39.0,1,1,2022,0.0,8.0,0,0,0,0,0,1,0,1,1,0,1,2,4,0,1,0,0
98823494,0,0,13.0,1,1,2749,27.0,11.0,5,0,3,5,1,3,1,1,1,1,1,1,3,1,3,1,1
98827965,0,1,28.0,0,1,1821,0.0,1.0,3,1,0,3,3,0,3,0,0,3,4,1,5,1,0,1,0
98824303,1,0,65.0,1,0,89,114.0,120.0,5,1,1,5,2,5,3,0,4,3,5,3,4,4,3,0,0
98815464,1,0,51.0,0,0,1486,9.0,3.0,1,1,1,0,4,0,0,3,3,3,3,2,0,3,0,1,1
98838147,1,0,62.0,1,1,3771,1.0,0.0,4,0,1,4,2,3,4,1,3,0,3,2,0,3,3,0,0
98813949,0,0,60.0,0,0,467,21.0,24.0,1,1,1,0,4,0,3,1,4,4,4,3,3,4,0,1,1
98888545,1,1,23.0,0,0,2305,15.0,1.0,3,1,3,3,1,4,3,4,4,3,1,1,3,1,4,1,1
98843416,0,0,9.0,1,1,2377,0.0,0.0,0,0,1,0,0,4,0,4,4,1,4,1,1,3,4,0,0
98848786,0,0,42.0,0,0,2216,0.0,7.0,5,0,3,3,0,5,3,0,5,5,5,4,4,5,0,0,0
98883450,1,0,38.0,0,0,74,0.0,0.0,4,1,4,4,3,1,1,1,1,1,1,2,0,1,1,1,1
98888710,0,1,22.0,0,1,1594,0.0,0.0,0,1,2,0,2,0,0,0,0,4,3,0,5,0,0,0,0
98858518,1,0,59.0,0,0,2505,0.0,0.0,4,0,4,4,3,1,3,1,3,3,3,2,0,3,3,1,1
98892513,1,1,20.0,0,1,1990,0.0,0.0,0,0,2,0,2,1,0,1,1,0,5,4,1,5,1,0,0
98867393,0,0,69.0,0,1,368,0.0,0.0,3,1,0,0,2,5,0,0,3,3,3,2,1,3,0,1,1
98855515,1,0,52.0,0,0,811,0.0,0.0,0,1,1,0,2,4,3,1,1,1,1,1,1,1,1,1,1
98828128,0,0,40.0,0,0,1622,0.0,0.0,0,1,0,0,2,1,1,1,3,3,3,2,0,3,0,1,1
98893393,0,0,38.0,0,1,1641,0.0,0.0,3,0,3,3,0,0,3,0,0,3,5,0,3,3,0,0,0
98825327,0,0,69.0,1,1,639,84.0,114.0,3,1,1,3,2,1,3,1,1,0,0,1,3,3,1,1,1
98853547,0,0,26.0,0,0,2549,0.0,0.0,3,0,3,3,0,3,3,3,3,3,3,1,3,3,3,1,1
98876600,1,0,47.0,0,0,528,64.0,53.0,1,1,0,1,4,1,3,3,4,4,4,3,3,4,3,1,1
98808628,1,0,20.0,0,1,1180,0.0,29.0,3,0,1,3,1,1,3,0,1,1,3,1,1,3,1,0,0
98870612,0,0,52.0,0,0,1980,31.0,12.0,3,0,4,0,3,5,0,0,3,3,3,2,4,3,5,0,0
98827539,0,1,43.0,0,1,2501,1.0,0.0,5,0,5,5,0,4,5,4,4,5,4,0,4,3,4,0,0
98845500,1,0,14.0,1,1,1300,0.0,0.0,0,1,3,0,0,1,0,1,1,1,0,1,3,3,1,0,0
98875283,0,0,36.0,0,0,2705,0.0,0.0,1,0,1,1,4,3,5,1,3,3,3,2,0,3,0,1,1
98818769,1,0,45.0,0,0,2398,0.0,0.0,1,0,1,4,4,1,0,1,3,3,3,2,3,3,1,1,1
98887489,1,0,18.0,1,1,3277,81.0,59.0,4,0,2,4,4,5,4,5,5,3,0,2,3,1,5,0,0
98845210,0,0,31.0,1,1,1538,0.0,0.0,3,0,3,3,0,0,1,3,1,3,1,1,1,1,3,1,1
98876189,1,0,45.0,0,1,2378,0.0,10.0,3,0,4,4,3,3,3,3,3,3,0,0,1,1,3,1,1
98887743,0,0,43.0,1,1,438,53.0,47.0,0,0,4,4,3,3,1,3,0,0,0,0,5,0,1,1,1
98820669,1,0,19.0,1,1,1376,0.0,0.0,0,0,3,0,3,0,0,0,0,1,1,2,3,1,0,0,0
98851591,0,1,29.0,0,1,2882,1.0,0.0,3,1,3,3,4,0,3,0,0,5,5,2,5,0,0,0,1
98833379,0,1,49.0,0,1,2707,7.0,13.0,5,0,5,5,3,3,5,3,3,5,1,4,5,5,3,0,0
98891982,1,0,69.0,1,1,1796,166.0,167.0,4,0,3,2,0,2,0,0,5,5,0,2,0,0,0,0,0
98807261,0,0,51.0,0,0,2020,0.0,0.0,0,1,0,0,2,4,1,3,1,1,1,1,0,1,0,1,1
98824643,1,0,43.0,1,1,1088,0.0,0.0,0,1,1,1,4,4,0,4,4,5,4,2,5,3,4,0,0
98835665,0,1,20.0,0,1,1577,0.0,11.0,3,0,5,3,3,4,3,4,4,0,3,3,5,1,4,1,0
98816343,0,0,69.0,1,1,2261,21.0,0.0,1,1,1,1,4,1,1,1,1,0,3,2,0,1,1,1,1
98872570,0,0,26.0,1,1,1536,0.0,0.0,1,1,0,0,2,1,1,1,1,5,4,4,0,1,1,1,1
98800464,1,0,30.0,0,0,3347,0.0,0.0,1,1,1,1,4,1,1,1,1,0,0,1,0,0,1,1,1
98865935,0,1,33.0,0,1,2258,19.0,39.0,0,0,0,0,2,3,0,3,3,3,0,2,5,3,3,0,0
98842173,0,0,53.0,0,0,1699,0.0,0.0,0,0,0,1,2,4,3,1,1,1,1,1,1,1,1,1,1
98866723,1,1,22.0,0,1,1530,6.0,0.0,3,0,2,3,1,1,3,1,1,1,1,2,0,1,1,0,1
98879959,0,0,52.0,0,0,4855,147.0,139.0,2,1,3,2,3,5,5,5,1,3,3,1,5,0,5,1,1
98851404,1,0,24.0,0,0,4563,10.0,4.0,0,1,5,5,1,0,0,0,0,5,5,4,1,5,0,0,0
98834704,0,1,39.0,0,1,1410,0.0,11.0,3,0,4,0,0,3,3,3,3,4,5,0,0,0,3,1,0
98879599,0,0,56.0,0,0,1749,147.0,139.0,4,1,4,4,3,1,1,1,1,3,3,2,1,1,1,1,1
98823448,0,0,62.0,1,1,583,0.0,0.0,4,0,4,4,3,4,1,3,1,1,1,1,0,1,1,1,1
98822969,0,0,66.0,1,1,512,0.0,0.0,3,0,5,5,1,3,3,3,3,4,5,2,3,1,3,1,1
98881350,1,0,52.0,1,1,1857,0.0,0.0,4,0,3,4,4,0,4,3,0,0,3,2,3,1,0,0,0
98826863,0,0,43.0,0,1,1624,35.0,14.551371613562788,0,0,1,1,4,3,4,4,0,0,0,0,0,0,3,0,0
98866305,0,0,29.0,1,1,1674,0.0,0.0,4,1,4,4,3,3,1,3,1,1,1,1,3,1,3,1,1
98881870,0,0,47.0,0,0,2854,4.0,0.0,0,0,0,0,2,4,1,3,3,3,3,2,1,3,3,1,1
98837693,1,0,63.0,1,1,2707,4.0,6.0,4,0,0,5,0,0,5,3,0,3,3,2,1,1,0,0,0
98817507,1,1,23.0,0,1,2204,1.0,0.0,0,0,0,0,0,1,0,1,1,3,0,2,0,3,1,0,0
98893816,0,0,46.0,1,1,293,0.0,0.0,3,1,3,3,2,3,3,3,1,1,3,1,3,1,3,1,1
98879064,0,0,24.0,1,1,1820,0.0,0.0,2,0,2,2,2,0,0,0,0,4,0,4,1,4,0,1,1
98821611,1,0,45.0,0,0,1965,1.0,3.0,5,0,5,0,1,1,0,1,3,3,1,2,0,3,1,1,1
98812478,1,0,48.0,0,0,2117,52.0,45.0,3,1,3,3,0,0,1,1,1,1,1,1,1,1,3,1,1
98868028,0,0,28.0,1,1,1461,0.0,0.0,1,0,1,1,4,0,1,1,1,1,3,1,3,1,3,1,1
98843466,1,0,11.0,0,1,2106,20.0,9.0,4,0,0,0,2,4,4,5,4,0,0,2,4,0,4,0,0
98877907,0,0,21.0,1,1,1390,0.0,0.0,3,1,1,3,2,3,3,3,3,3,1,1,3,3,3,1,1
98874260,0,0,57.0,1,1,77,14.0,14.0,3,0,3,3,0,4,1,1,1,1,1,1,1,1,0,1,1
98890697,0,0,48.0,0,0,5439,45.0,139.0,3,1,3,3,0,1,1,1,0,1,1,2,1,3,1,1,1
98817906,0,0,50.0,0,0,2141,0.0,0.0,5,0,5,5,1,3,3,3,1,1,1,1,1,1,4,1,1
98834613,1,0,17.0,1,1,2667,0.0,21.0,5,1,5,0,2,3,5,3,3,4,5,0,3,0,3,0,0
98830765,1,0,17.0,0,0,1962,0.0,0.0,4,0,4,4,3,3,1,3,3,3,4,2,0,1,3,1,1
98866738,1,0,61.0,0,0,354,13.0,19.0,0,0,0,3,2,4,1,1,1,1,1,1,1,1,1,1,1
98886574,0,0,59.0,0,0,2456,0.0,1.0,1,1,1,1,4,0,0,3,1,1,1,1,3,1,1,1,1
98845268,1,1,21.0,0,1,2432,0.0,0.0,0,1,2,0,2,5,0,5,5,1,1,1,1,1,5,0,0
98837265,1,0,61.0,0,0,248,0.0,0.0,0,0,0,0,2,3,1,1,0,0,3,2,0,0,0,1,1
98854792,0,0,57.0,0,0,2592,0.0,0.0,1,0,5,1,4,0,1,1,1,1,1,1,3,1,1,1,1
98800693,0,0,44.0,0,0,3934,0.0,0.0,0,0,1,4,3,5,3,3,0,0,0,0,5,0,3,0,0
98837893,0,0,45.0,0,0,3708,67.0,55.0,3,1,3,3,0,4,5,3,1,1,1,1,4,1,0,1,1
98829025,0,0,29.0,1,1,1421,0.0,0.0,0,1,0,1,2,1,1,1,3,3,3,2,1,3,3,1,1
98823344,1,0,44.0,0,1,1925,0.0,0.0,4,0,0,0,2,4,4,4,4,0,5,2,5,0,4,0,0
98827957,1,0,30.0,0,0,3574,29.0,11.0,0,1,0,0,2,1,1,1,1,0,1,2,0,3,1,1,1
98846514,0,0,63.0,0,0,2693,4.0,0.0,0,1,4,4,3,3,0,3,0,3,0,0,3,0,3,0,0
98862062,1,0,35.0,1,1,1853,5.0,18.0,5,0,4,5,2,3,5,3,3,4,4,0,3,3,3,0,0
98879804,1,0,59.0,0,1,1981,132.0,122.0,5,0,1,1,4,5,5,5,4,3,0,0,5,5,5,0,0
98817278,0,0,37.0,0,0,2979,15.0,13.0,4,1,4,0,3,1,3,0,4,4,5,3,0,4,4,0,0
98812053,1,0,21.0,0,0,4840,4.0,0.0,4,0,0,0,2,4,5,4,4,0,0,2,3,0,4,0,0
98844007,1,0,22.0,0,0,2640,31.0,30.0,0,1,5,3,0,0,0,0,0,5,5,3,4,4,0,0,0
98849183,1,0,31.0,1,1,1774,124.0,111.0,5,1,0,5,2,1,5,1,1,4,0,3,5,4,1,0,0
98820185,1,0,55.0,0,1,4084,22.0,2.0,0,0,3,3,0,0,0,0,0,0,3,4,0,0,0,0,0
98844751,0,0,41.0,0,1,1423,0.0,0.0,4,1,0,0,2,4,4,4,4,4,4,0,3,3,4,0,0
98892460,1,0,43.0,0,0,1449,0.0,0.0,5,0,5,0,1,3,3,1,3,3,3,2,0,3,1,1,1
98875389,0,0,46.0,1,0,74,3.0,1.0,3,1,1,3,0,3,3,1,3,3,3,2,1,3,1,1,1
98875583,1,0,40.0,0,0,1259,6.0,17.0,3,0,3,3,0,4,1,1,3,3,3,2,0,3,1,1,1
98835002,1,0,42.0,1,1,3558,19.0,20.0,3,1,4,3,2,4,3,4,4,3,1,0,3,0,4,0,0
98875697,1,1,22.0,0,0,2344,9.0,3.0,2,0,2,2,1,0,2,0,0,3,4,1,3,3,0,1,1
98835539,1,0,46.0,0,0,2335,121.0,83.0,0,1,0,0,2,4,1,3,1,1,1,1,3,1,3,1,1
98803504,1,0,15.0,1,0,1636,13.0,21.0,0,0,3,0,0,5,0,5,5,0,3,1,1,1,5,0,0
98879518,1,0,49.0,1,1,2812,0.0,0.0,0,0,1,0,2,1,4,1,1,3,3,1,0,3,1,0,0
98814057,1,0,48.0,0,0,1632,10.0,0.0,3,0,5,5,1,3,4,0,3,3,3,2,5,3,0,0,0
98825391,1,0,46.0,0,1,1994,0.0,0.0,1,0,4,4,3,1,1,1,1,0,0,2,3,1,1,1,1
98818498,0,0,54.0,0,1,2397,17.0,17.0,3,1,0,3,0,1,3,1,1,5,5,0,0,3,1,0,0
98886739,0,1,34.0,0,1,1938,0.0,0.0,3,0,2,3,2,4,3,0,4,5,3,0,0,3,4,0,0
98819414,1,0,27.0,1,1,1768,10.0,40.0,0,1,1,0,2,3,0,3,3,3,3,0,1,3,3,0,0
98881759,1,0,28.0,1,1,2350,5.0,5.0,3,1,3,3,2,1,3,4,1,3,5,2,4,1,1,1,0
98843641,0,0,51.0,0,0,1865,35.0,11.0,0,1,0,3,2,4,1,1,3,3,3,2,3,3,1,1,1
98878218,0,0,41.0,0,1,928,0.0,0.0,5,0,4,4,3,5,5,5,5,0,0,0,0,0,5,0,0
98876631,0,0,56.0,1,1,860,0.0,0.0,1,0,3,1,3,3,1,3,4,4,1,3,0,4,0,1,1
98814149,1,0,19.0,1,1,1703,0.0,0.0,4,1,0,5,2,0,5,0,0,5,1,0,3,4,0,0,0
98803647,0,0,43.0,0,0,3664,0.0,0.0,3,0,3,3,0,4,1,1,3,3,3,2,3,3,1,1,1
98882074,1,0,39.0,0,0,276,0.0,0.0,2,0,2,0,2,4,5,1,1,1,1,1,3,1,0,1,1
98816524,0,0,30.0,0,0,3760,7.0,10.0,3,0,3,3,0,3,3,3,3,3,1,2,0,1,3,1,1
98800122,0,1,25.0,0,1,1987,0.0,0.0,0,1,0,0,0,0,0,0,0,1,4,2,4,1,0,0,0
98825477,1,0,48.0,0,1,2350,1.0,0.0,4,1,1,1,4,4,4,4,4,0,4,0,0,3,4,0,0
98874303,1,0,47.0,0,1,1371,0.0,0.0,3,1,1,1,4,0,3,0,0,4,5,1,4,4,0,1,1
98831588,0,1,36.0,0,0,1589,4.0,0.0,5,1,5,5,1,0,5,0,0,1,1,2,0,3,0,0,0
98830029,1,0,25.0,0,1,2390,203.0,206.0,5,1,0,0,2,5,5,5,4,5,4,0,5,3,5,0,0
98802056,0,0,52.0,1,1,310,0.0,0.0,3,0,1,3,4,4,1,3,4,4,3,3,0,4,1,1,1
98847917,0,1,42.0,0,0,1803,0.0,2.0,0,1,1,0,1,5,0,5,5,1,3,2,3,3,5,0,0
98846434,0,0,37.0,1,1,2770,0.0,0.0,1,0,1,1,4,4,1,1,1,1,1,1,3,1,3,1,1
98817990,0,0,39.0,0,0,2140,44.0,46.0,0,0,0,0,2,0,1,1,3,3,3,2,3,3,0,1,1
98815814,0,1,26.0,0,0,2091,112.0,109.0,3,1,5,3,1,1,3,1,1,1,4,1,0,3,1,0,1
98819908,1,1,37.0,0,0,2574,0.0,0.0,0,1,0,0,0,1,0,1,1,3,3,1,1,3,1,0,0
98845682,0,0,64.0,0,0,3110,0.0,0.0,5,1,5,5,1,4,1,3,3,3,3,2,1,3,0,1,1
98892753,1,1,20.0,0,1,1607,0.0,0.0,1,0,4,1,2,0,1,0,0,3,5,3,3,3,0,1,1
98816376,0,0,52.0,0,0,423,1.0,0.0,4,0,1,4,3,0,1,1,3,3,3,2,3,3,0,1,1
98875431,1,0,64.0,1,1,1517,0.0,12.0,0,0,1,0,0,1,0,1,1,0,4,1,0,1,1,0,0
98805064,0,0,36.0,0,0,417,0.0,0.0,0,1,5,5,1,5,0,0,0,0,0,0,5,0,0,0,0
98871671,0,0,37.0,1,1,2418,1.0,0.0,4,0,4,4,3,4,3,1,3,3,3,2,0,3,1,1,1
98882635,1,0,11.0,1,1,3448,7.0,0.0,5,0,1,5,3,3,5,0,3,0,5,3,3,5,3,0,0
98810448,0,0,33.0,0,0,2934,0.0,0.0,4,0,4,4,3,0,1,3,1,1,1,1,0,1,1,1,1
98894367,1,0,31.0,0,0,3915,6.0,15.34076082972953,5,0,5,5,1,3,3,3,3,0,1,1,3,3,3,1,1
98826903,1,0,53.0,1,1,2523,0.0,0.0,1,0,0,1,2,4,1,3,4,5,4,2,5,3,4,1,1
98803446,1,0,29.0,1,1,1722,0.0,0.0,0,0,5,0,2,4,0,4,4,0,1,3,4,4,4,0,0
98802629,0,0,36.0,0,0,2537,2.0,0.0,0,1,0,0,2,4,3,0,1,1,1,1,1,1,1,1,1
98865235,0,0,55.0,0,0,1612,13.0,17.0,3,0,3,3,0,3,3,1,4,4,4,3,1,4,1,1,1
98820297,1,0,46.0,0,1,1513,0.0,4.0,4,0,1,1,4,4,4,4,4,0,5,0,3,3,4,0,0
98800303,0,0,47.0,0,1,1196,38.0,14.0,4,0,0,0,2,0,4,4,0,0,4,0,5,0,3,0,0
98802643,1,0,46.0,0,0,1948,26.0,26.0,0,0,0,0,2,0,3,3,0,3,0,0,1,0,0,1,1
98891526,0,0,35.0,0,0,986,8.0,45.0,0,1,0,0,2,4,0,3,0,0,0,0,3,0,3,0,0
98881707,1,0,23.0,1,1,2350,0.0,12.0,0,0,1,4,0,3,4,4,3,3,1,1,1,1,3,0,0
98849288,1,0,23.0,0,0,2154,0.0,0.0,0,0,1,4,3,0,0,0,0,4,0,2,5,3,0,0,0
98840237,1,0,35.0,0,0,1857,0.0,0.0,3,1,3,3,0,3,1,3,3,3,3,2,0,3,3,1,1
98800129,0,0,23.0,0,0,2658,0.0,0.0,0,1,0,3,2,4,4,4,4,3,4,2,1,1,4,1,1
98864347,0,1,37.0,0,0,3070,125.0,206.0,0,0,0,0,4,0,3,1,0,0,3,2,1,1,1,0,0
98804356,0,0,55.0,0,0,1892,1.0,2.0,3,1,3,0,0,3,3,3,3,3,3,2,1,3,1,1,1
98886645,1,0,39.0,0,0,3073,0.0,0.0,2,1,1,2,3,3,1,3,5,5,5,4,0,5,1,1,1
98891017,0,0,44.0,0,0,3601,10.0,0.0,3,1,3,3,0,0,1,3,1,1,1,1,1,1,1,1,1
98855073,0,0,34.0,1,1,2232,127.0,131.0,2,0,3,0,2,1,2,1,1,3,4,2,1,3,1,1,1
98829416,1,0,57.0,0,1,1600,0.0,0.0,4,1,4,0,3,4,4,4,4,3,1,4,3,5,4,0,0
98833507,0,0,17.0,0,1,1895,0.0,5.0,5,1,0,5,4,0,5,1,0,5,5,2,3,1,0,0,0
98890372,1,0,42.0,1,1,1928,23.0,18.0,1,1,3,1,1,3,1,3,3,0,1,2,1,1,3,1,1
98857767,1,0,17.0,1,1,1640,123.0,124.0,4,0,0,4,3,0,4,0,0,3,3,0,5,4,0,0,0
98803530,1,0,30.0,0,0,2919,78.0,68.0,0,0,0,0,2,3,3,3,3,1,0,1,3,3,3,1,1
98881974,0,0,30.0,1,1,1605,0.0,6.0,1,0,1,1,4,4,1,1,3,3,3,2,0,3,3,1,1
98875783,1,0,63.0,1,1,1809,2.0,0.0,5,1,3,1,3,0,1,0,0,1,1,1,1,1,0,0,0
98879410,0,0,46.0,1,1,1168,0.0,0.0,3,0,3,3,0,1,0,1,1,1,1,1,3,1,5,1,1
98838240,0,0,47.0,0,0,1940,1.0,4.0,0,0,0,3,2,3,1,1,0,0,0,0,1,0,3,1,1
98820588,0,1,10.0,0,1,2587,263.0,257.0,0,0,0,0,2,0,0,1,0,4,0,0,1,3,1,0,0
98854230,1,1,32.0,0,1,963,14.0,8.0,0,1,2,0,2,0,0,0,0,3,5,3,5,1,0,0,0
98846513,0,1,22.0,0,1,2767,0.0,0.0,1,0,1,1,3,3,1,3,3,3,5,3,4,3,3,1,1
98841554,0,0,54.0,0,1,681,0.0,0.0,0,0,1,0,4,1,3,0,0,3,0,0,4,0,4,0,0
98846733,0,0,26.0,1,1,1982,24.0,12.0,4,1,4,0,3,3,3,3,3,0,5,3,1,1,3,1,1
98893101,0,1,45.0,0,1,2150,34.0,25.0,4,1,0,5,3,0,5,5,0,5,1,0,4,0,0,0,0
98832974,0,1,36.0,0,1,2021,64.0,51.0,4,1,4,4,0,3,4,0,3,5,4,0,4,3,3,0,0
98855740,0,0,47.0,0,0,1061,0.0,0.0,4,1,4,0,3,0,1,3,1,1,1,1,1,1,3,1,1
98875544,0,0,13.0,1,1,1544,3.0,0.0,1,0,0,1,2,3,0,3,3,4,5,0,4,0,3,1,1
98888602,1,0,47.0,0,0,3823,16.0,8.0,4,1,4,4,3,1,1,1,1,1,1,1,0,1,1,1,1
98855938,1,0,57.0,0,0,2531,17.0,24.0,1,0,1,0,4,3,1,3,1,1,1,1,3,1,1,1,1
98825446,0,1,35.0,0,1,1943,0.0,17.0,0,1,0,0,3,1,0,1,1,3,0,3,1,3,1,0,0
98863913,1,0,28.0,1,1,1756,35.0,29.0,3,1,3,3,2,3,3,3,3,3,3,2,0,1,3,1,0
98872106,1,0,56.0,0,0,466,0.0,0.0,1,1,1,0,4,3,3,1,3,3,3,2,3,3,1,1,1
98825565,0,0,56.0,0,0,2252,58.0,52.0,4,1,4,0,3,3,1,3,1,1,1,1,3,1,3,1,1
98863516,1,0,58.0,0,0,463,0.0,0.0,4,1,4,4,3,3,1,1,1,1,1,1,0,1,3,1,1
98889634,0,0,25.0,0,1,1380,0.0,0.0,3,0,1,0,2,3,3,0,3,4,0,4,5,5,3,1,1
98826297,1,0,64.0,1,1,2514,6.0,0.0,0,0,5,0,2,3,0,3,3,4,4,0,4,0,3,0,0
98839916,1,0,10.0,1,1,2461,0.0,0.0,5,1,3,0,2,5,5,3,5,0,5,2,3,1,5,0,0
