Sales,CategoryName,Profit_Ratio,Discount,Quantity,Order_Profit ,Product_type,Prod_Category_Id,ProductLength,ProductWeight,Dispatched,Scheduled_Shipping,Delivery_Review,Session_Ordered,WeekdayOrder,Cust_State_Encoded,Customer_Category_Encoded,Transcation_Encoded,Shipping_Class_Encoded,Warehouse_Region_Encoded,Order_zone_Encoded,y_pred,y_act,OrderId
139,3,0.02,0.16,1,188.42,0,18,73,241,1,6,4,2,0,9,0,3,3,3,0,1,0,2475892
104,36,0.11,0.25,3,212.4,0,35,91,2509,1,6,3,3,1,9,0,2,3,3,1,1,0,2373820
430,25,0.32,0.06,1,9078.57,0,45,151,3761,0,3,4,2,1,6,0,0,3,2,0,0,0,2479923
34,12,0.48,0.01,1,887.1,0,40,130,1792,0,5,4,2,0,15,1,2,3,2,1,1,1,2401910
114,3,0.13,0.1,1,1192.02,1,18,30,282,1,2,2,2,0,9,0,0,0,2,1,1,0,2513918
298,4,0.29,0.1,1,6167.37,0,43,112,1281,1,6,2,1,0,16,0,3,3,1,3,1,0,2461711
300,4,0,0.1,1,1.89,0,43,70,2009,0,4,3,2,1,17,1,2,3,4,2,0,0,2408313
185,45,0.35,0.25,4,1214.37,0,46,44,1897,1,6,4,1,0,13,0,2,3,0,3,1,1,2484491
98,3,0.28,0.06,1,2613.74,0,18,79,392,0,2,4,2,1,8,0,0,3,2,2,0,0,2515254
155,43,0.45,0.12,1,6408.59,1,48,82,1293,0,4,3,1,1,6,0,2,3,4,2,0,0,2416600
123,3,0.35,0.12,1,3220.21,1,18,84,416,1,4,4,1,1,6,1,2,3,0,1,0,0,2392032
199,11,0.45,0.25,4,1911.22,0,17,37,1794,1,5,4,1,0,16,0,1,3,0,1,1,1,2449909
158,11,0.29,0.06,2,1267.13,0,17,14,775,0,4,3,2,0,0,1,3,0,2,1,1,0,2434308
67,22,-0.21,0.1,1,-613.74,1,29,44,174,0,6,3,1,1,5,2,1,3,3,0,1,0,2347743
139,45,0.47,0.21,4,1624.37,0,46,169,2096,0,3,3,2,0,17,0,0,3,4,3,0,0,2442358
145,3,-0.81,0.07,1,-7588.56,0,18,131,3131,0,3,4,3,0,7,1,2,3,2,1,0,0,2382478
296,11,0.08,0.06,5,350.9,0,17,84,3534,0,3,3,2,1,15,0,2,3,3,2,0,0,2399853
115,3,0.29,0.06,1,2670.15,1,18,25,222,1,2,4,1,0,3,0,1,3,0,4,0,0,2468012
86,45,0.01,0.25,1,37.97,0,46,170,3616,0,6,4,1,0,0,2,2,3,4,4,1,1,2441124
389,25,0.11,0.01,1,3138.15,1,45,28,1401,1,3,3,2,0,8,1,0,3,3,2,0,0,2349868
222,43,0.29,0,1,4156.48,1,48,46,702,0,4,5,2,0,6,0,1,3,4,1,0,0,2419979
394,25,0.32,0.04,1,9124.11,0,45,43,1855,0,2,5,3,0,4,0,1,0,4,4,1,0,2494530
149,3,0.48,0.06,1,4428.41,0,18,161,3365,1,6,3,1,0,3,2,2,3,2,4,1,1,2490289
377,47,0.48,0.01,4,3362.68,0,9,79,1052,1,2,4,2,0,12,1,2,0,3,4,1,1,2368616
34,33,0.11,0.06,1,408.19,1,24,114,1860,1,3,4,1,0,9,0,3,3,3,1,0,0,2475574
29,16,0.29,0.13,1,916.05,0,6,84,1134,1,6,3,2,0,0,0,1,3,0,3,1,1,2380012
183,33,-0.78,0.21,5,-2830.53,0,24,11,817,0,3,2,2,1,10,0,2,3,2,2,0,0,2346210
188,33,0.28,0.01,3,987.11,0,24,96,1346,1,6,4,2,0,10,0,2,1,2,1,1,1,2407545
257,4,0.26,0.13,1,5534.95,0,43,65,1112,1,2,4,3,1,12,1,2,3,0,4,0,0,2401251
175,45,0.42,0.1,4,1534.72,1,46,129,2144,0,6,4,3,0,5,2,2,3,1,2,1,1,2454530
296,47,0.42,0.18,3,2999.47,0,9,30,399,0,2,4,1,0,8,0,3,3,4,0,0,0,2519015
173,43,-0.26,0.16,1,-3691.79,0,48,47,406,1,5,2,1,0,3,0,3,3,3,1,1,1,2444114
36,19,-1.61,0,4,-1673.49,1,36,183,3184,1,4,4,1,1,1,0,1,3,3,0,0,0,2373528
366,47,0.48,0.13,4,3479.19,0,9,75,2587,0,4,4,2,1,11,1,1,3,0,1,0,0,2433459
516,29,0.47,0.03,1,17760.58,0,68,207,7844,0,5,2,3,1,16,0,2,3,3,2,1,1,2436073
122,3,0.44,0.06,1,4023.36,1,18,42,214,1,6,4,2,1,15,0,0,1,0,1,1,1,2514403
133,3,0.47,0.18,1,4351.89,0,18,16,324,1,4,4,3,1,13,0,2,3,4,2,0,0,2363244
170,33,-0.19,0.21,4,-669.45,0,24,29,328,0,4,3,3,1,13,2,3,3,1,3,0,0,2513275
243,45,-0.81,0.07,5,-2815.66,1,46,44,1819,0,5,3,3,1,4,2,3,3,1,1,1,0,2453978
200,45,0.24,0.16,5,830.79,0,46,157,1619,0,6,4,1,1,10,2,3,1,4,1,1,1,2441624
38,33,0.37,0.18,1,1302.84,0,24,104,2133,1,5,3,3,1,16,0,3,3,2,2,1,0,2462779
292,11,0.37,0.04,5,1618.79,0,17,134,1493,0,5,4,1,0,14,0,2,3,2,2,1,1,2346030
120,31,-0.24,0.16,1,-1463.77,0,72,40,1950,1,3,4,3,0,13,0,2,1,3,3,1,1,2406365
240,47,0.11,0.13,3,794.8,1,9,89,1573,0,4,4,2,1,9,1,3,3,3,4,0,0,2346901
317,49,0.22,0.18,4,1425.91,0,38,85,140,1,2,2,2,1,2,0,2,0,0,2,1,0,2517831
288,4,0.5,0.07,1,10619.79,1,43,191,1655,0,6,4,3,0,3,0,3,3,2,3,1,1,2501296
71,45,0.29,0.18,2,1068.51,1,46,113,3097,1,0,4,2,1,4,1,3,2,2,4,0,0,2455380
197,33,-0.56,0.25,4,-2011.68,1,24,31,1739,1,3,3,2,0,15,0,2,3,2,1,0,0,2399015
173,43,0.35,0.06,1,5014.8,0,48,147,2783,0,2,4,2,0,4,1,2,0,0,4,1,0,2394471
373,25,0.31,0.16,1,8784.51,1,45,73,425,0,3,2,1,1,15,0,0,3,3,0,0,0,2521853
105,44,-0.77,0.06,3,-1575.34,0,13,124,1614,0,4,4,2,1,2,1,2,3,3,3,0,0,2355687
285,47,0.35,0.06,3,2530.48,0,9,34,637,0,5,3,3,0,1,0,2,1,3,1,1,0,2407608
173,25,0.29,0.01,1,8222.65,0,45,209,34439,0,6,4,2,0,8,2,3,3,3,4,1,1,2489418
173,22,0.47,0.25,5,1384.74,0,29,200,2756,0,3,4,3,1,14,0,2,3,2,2,0,0,2346213
70,45,0.25,0.25,1,894.51,0,46,102,2189,0,4,3,1,0,15,1,2,1,4,0,1,0,2440742
126,11,0.47,0.01,2,1971.83,0,17,168,32075,0,2,3,2,0,0,1,2,3,0,0,0,0,2408425
269,4,0.35,0.18,1,7467.83,1,43,88,1207,0,4,4,3,1,12,0,0,3,0,0,0,0,2374940
284,4,0.48,0.19,1,10240.52,0,43,34,1880,0,4,2,2,0,14,0,2,0,2,3,1,1,2383682
44,11,-0.01,0,1,-40.44,0,17,176,2402,0,4,4,3,1,0,0,2,0,1,4,1,1,2377144
147,45,-0.53,0.21,3,-1879.43,0,46,88,301,0,6,2,1,1,6,0,3,3,1,0,1,0,2518767
173,25,0.37,0.02,1,10486.27,1,45,194,34930,0,3,4,1,0,7,1,3,3,2,1,0,0,2478948
258,11,0.48,0.01,4,1998.03,0,17,84,22956,1,2,3,2,1,12,1,1,3,4,3,0,0,2411345
268,47,0.5,0.16,3,3527.59,1,9,74,2077,0,4,4,1,1,11,0,1,3,0,1,0,0,2449172
293,11,0.31,0.1,5,1328.13,1,17,120,1950,0,2,4,3,1,3,1,2,0,0,1,1,0,2368675
119,3,0.11,0.1,1,1020.88,0,18,195,2759,0,3,4,1,1,17,2,3,3,0,4,0,0,2353350
137,3,0.19,0.1,1,1770.24,1,18,26,134,1,2,4,1,1,10,0,2,0,1,2,1,0,2516602
296,4,0.01,0.02,1,216,1,43,17,683,1,2,4,2,1,6,0,3,3,4,3,0,0,2476569
173,14,0.47,0.1,1,15461.51,0,66,80,399,1,4,3,3,0,15,2,0,3,3,1,0,0,2405055
142,3,0.25,0.01,1,2302.43,0,18,69,1017,0,6,4,2,0,2,1,1,3,3,4,1,1,2387640
111,3,0.29,0,1,2679.46,1,18,34,967,1,5,5,3,1,13,1,2,1,2,2,1,1,2390111
154,33,0.11,0.1,3,383.63,1,24,51,167,0,3,3,1,1,8,0,3,3,4,3,0,0,2519054
377,25,-0.25,0.18,1,-7104.45,1,45,131,1857,0,3,5,3,0,0,0,0,3,3,1,0,0,2489251
379,47,0.35,0.03,4,2534.79,1,9,13,1662,1,3,4,3,1,12,2,2,3,0,4,0,0,2491516
56,12,0.47,0.13,2,806.62,1,40,79,698,0,3,4,3,1,0,1,2,3,1,4,0,0,2350245
141,45,0.16,0.11,3,558.57,0,46,197,30775,1,3,5,1,0,4,1,1,3,2,3,0,0,2447082
240,45,0.28,0.01,4,998.54,1,46,106,2204,1,4,3,3,0,7,0,3,3,0,2,0,0,2446284
109,45,0.18,0.13,3,658.64,0,46,114,3752,0,3,4,1,1,0,0,3,1,0,3,1,1,2418650
206,11,-0.19,0.21,4,-810.33,1,17,69,2164,0,4,2,3,0,4,0,2,3,2,0,0,0,2471725
35,42,0.35,0.11,1,255.92,1,74,14,1105,1,2,3,3,1,14,0,1,3,3,1,0,0,2393981
84,3,0.38,0.18,1,3550.84,0,18,89,3435,1,6,2,2,1,15,1,3,3,4,3,1,0,2428202
269,11,0.24,0.1,4,1018.14,1,17,186,3218,0,2,5,1,1,8,0,2,2,0,2,1,1,2386173
135,10,0.35,0.16,4,1025.31,1,26,114,2638,0,2,2,2,1,7,1,2,0,0,3,1,1,2368573
208,45,0.29,0.07,5,1053.28,1,46,89,2395,0,5,5,2,0,1,2,1,1,2,3,1,1,2452010
142,3,0.35,0,1,3204.84,0,18,26,1867,0,4,4,2,1,9,2,2,3,0,1,0,0,2440075
216,33,0.15,0.13,4,519.17,0,24,12,410,0,2,3,2,1,9,1,2,3,3,2,0,0,2409555
212,43,0.35,0.11,1,4985.32,1,48,84,1346,1,3,3,1,1,6,2,2,3,2,2,0,0,2403637
88,33,0.15,0.16,1,553.75,0,24,38,1497,0,2,4,1,1,0,1,3,0,4,0,1,0,2412301
181,45,0.34,0.11,3,1254.05,1,46,124,3433,0,4,3,3,1,7,2,0,0,0,1,1,0,2418617
57,11,0.11,0.02,1,473.13,0,17,147,1443,0,2,4,2,0,16,0,2,2,2,0,1,1,2385640
138,3,0.35,0.06,1,3255.79,1,18,10,729,1,3,4,1,1,11,2,0,1,0,0,1,0,2404454
103,3,0.37,0.07,1,3438.7,0,18,72,184,1,5,4,2,0,14,2,2,3,3,3,1,0,2504724
192,44,0.18,0.01,4,573.28,1,13,48,302,0,3,2,1,0,15,1,2,3,3,0,0,0,2356329
132,3,0.19,0.16,1,1766.86,0,18,206,15777,1,6,4,2,0,17,0,3,1,0,4,1,1,2459582
337,11,0,0.01,5,1.82,0,17,105,2858,1,5,4,1,0,15,1,0,3,4,4,1,1,2366029
284,11,0.06,0.21,5,258.41,1,17,79,3423,1,4,4,1,0,7,0,2,3,1,4,0,0,2399296
85,33,0.42,0.1,2,1547.72,0,24,28,181,0,5,2,2,1,9,0,3,3,4,0,1,1,2502977
164,33,-0.56,0.12,4,-1975.61,1,24,181,35650,0,2,3,1,1,9,0,3,0,3,3,1,0,2498480
29,33,0.29,0.21,1,1069.3,1,24,125,3479,0,3,4,3,1,5,1,0,3,2,2,0,0,2349714
148,11,0.29,0.16,3,1245.91,0,17,26,1468,0,4,4,2,0,12,0,2,1,3,2,1,0,2407631
162,44,0.1,0.04,4,351.18,1,37,58,853,1,4,3,2,1,8,0,1,3,0,0,0,0,2496738
108,3,0.1,0,1,931.66,0,18,15,1978,1,6,4,1,0,14,0,3,3,2,4,1,1,2462852
77,33,0.5,0.1,2,1814.33,1,24,178,2615,0,0,2,3,0,6,0,2,2,3,2,0,0,2386010
152,45,-0.74,0.19,4,-2642.36,0,46,54,472,1,2,3,1,1,17,2,2,3,0,3,0,0,2486459
221,22,0.29,0.04,5,811.64,0,29,69,406,1,3,3,3,0,6,1,0,0,2,4,1,0,2359294
171,11,0.28,0.03,3,1231.19,0,17,192,17074,0,3,3,1,1,8,2,2,1,4,4,1,1,2489681
157,47,0.5,0.02,4,1126.07,0,9,39,351,1,6,4,1,1,9,1,1,3,3,0,1,1,2411244
34,42,-0.21,0.1,1,-189.31,1,74,54,1640,0,4,4,3,0,5,1,3,1,3,1,1,1,2393764
117,3,-1.55,0.01,1,-14442.28,0,18,44,835,0,4,4,3,0,5,0,1,1,2,1,1,0,2378209
72,45,0.31,0.12,1,1104.93,0,46,168,35299,0,2,2,3,1,3,0,3,1,3,2,0,0,2473401
207,11,-0.19,0.19,4,-814.88,0,17,59,38,1,4,4,3,0,4,1,2,3,0,0,0,0,2356026
117,45,0.11,0.1,2,387.95,0,46,90,313,1,3,2,1,1,6,1,0,3,0,2,0,0,2519303
123,11,0.41,0.04,2,1765.53,1,17,70,455,0,6,2,3,0,0,2,1,1,0,4,1,1,2507727
161,3,0.32,0.07,1,2930.56,1,18,184,1588,0,2,2,2,1,9,0,3,2,3,2,1,1,2458934
59,12,-0.01,0.25,1,-16.88,0,40,47,285,1,0,4,2,0,4,2,1,2,3,2,0,0,2507306
384,47,0.1,0.13,4,703.69,0,9,187,8225,1,3,5,1,0,14,0,3,3,4,3,0,0,2356469
104,44,-2.5,0.12,3,-5948.34,0,37,87,1955,0,3,4,1,0,13,0,3,1,1,0,1,0,2499879
166,45,0.11,0.06,4,406.44,1,46,165,1415,0,4,3,2,0,15,0,3,3,0,4,0,0,2440471
60,24,0.11,0.11,1,453.66,0,60,153,2269,1,2,4,1,0,17,2,1,2,3,2,1,1,2492365
173,33,0.04,0.1,3,142.86,0,24,98,2181,0,5,4,1,0,7,1,2,3,2,2,1,0,2355589
368,47,0.25,0.16,4,1760.67,0,9,37,378,1,4,4,3,0,8,0,2,1,3,3,1,0,2353571
197,43,0.11,0.06,1,1560.52,1,48,62,1734,0,4,4,3,0,12,0,0,1,2,3,1,1,2417098
171,45,0.37,0.06,4,1329.14,0,46,10,850,0,4,4,3,0,16,1,2,1,2,0,1,0,2452236
405,47,-0.11,0.06,4,-791.02,0,9,131,1030,0,3,5,2,1,6,2,2,1,2,0,1,0,2439715
281,11,0.48,0.03,4,2094.35,1,17,35,2057,1,2,5,2,0,5,0,1,3,0,1,0,0,2496662
81,22,0.37,0.03,2,1041.55,1,29,49,1317,0,0,2,3,1,17,0,1,2,4,4,0,0,2377644
340,25,0,0.21,1,1.14,1,45,192,41707,0,5,3,1,0,9,2,1,3,1,1,1,0,2489433
234,11,0.35,0.16,5,1477.59,0,17,14,1755,1,5,3,3,1,12,1,3,1,3,0,1,0,2426279
124,27,-0.24,0.25,1,-2811.76,1,67,69,109,0,4,4,1,0,2,1,1,3,3,0,0,0,2387998
30,44,0.35,0.11,1,1171.73,0,13,15,1232,0,2,3,2,1,6,0,3,0,3,3,1,0,2497842
110,3,0.34,0.13,1,3150.71,0,18,176,2940,1,2,4,2,1,8,0,3,3,4,3,0,0,2476278
108,45,0.06,0.18,3,214.94,1,46,23,390,1,2,4,3,1,10,0,2,0,3,3,1,0,2473601
122,33,0.11,0.1,3,390.52,1,24,91,1374,1,2,4,1,0,0,0,1,3,2,3,0,0,2496376
84,3,-0.06,0.19,1,-555.2,1,18,101,1357,0,4,3,2,1,7,2,1,3,3,3,0,0,2347724
164,43,-0.68,0.19,1,-9620,0,48,120,2097,0,4,4,3,0,9,0,2,3,4,4,0,0,2421326
309,11,-0.58,0.03,5,-2497.05,1,17,90,1498,0,5,4,2,1,8,0,1,3,4,2,1,1,2451070
399,25,0.35,0.01,1,9962.86,0,45,52,252,1,2,3,3,0,13,2,3,0,2,4,1,1,2510063
220,33,-0.21,0.12,5,-743.22,0,24,112,1021,0,5,4,3,1,15,1,1,1,3,0,1,1,2431911
157,11,0.35,0.06,2,1484.91,0,17,90,479,1,0,2,1,1,10,0,2,2,3,3,0,0,2518445
135,44,0.37,0.16,3,1301.41,0,37,162,22064,1,3,2,1,0,7,0,1,3,2,1,0,0,2449522
335,11,0.5,0.06,5,2083.71,0,17,36,1848,0,2,4,1,1,11,0,3,1,2,0,0,0,2461433
57,22,0.47,0.06,1,1328.64,1,29,84,3588,1,4,3,3,0,2,0,2,0,0,3,1,1,2377411
28,45,0.1,0.21,1,351,1,46,99,42669,1,4,3,1,1,16,1,2,1,0,0,1,1,2453738
200,43,0.48,0.1,1,6870.27,0,48,62,1767,0,2,3,3,0,7,0,1,3,2,4,0,0,2403422
431,14,0.24,0.13,1,7897.71,1,66,76,3140,0,2,3,1,0,4,1,1,1,0,2,0,0,2370856
150,3,0.32,0,1,2939.86,1,18,45,774,0,4,3,2,1,14,0,2,0,0,3,1,1,2377255
371,25,0.35,0.19,1,9991.14,1,45,51,1522,0,4,4,3,1,5,1,0,1,3,4,1,1,2487938
89,11,0.5,0.12,1,2108.92,0,17,129,2020,0,3,4,2,0,12,0,3,3,4,0,0,0,2476268
268,4,0.13,0.1,1,2774.61,1,43,80,1779,1,4,4,1,1,9,1,1,3,0,1,0,0,2432264
375,25,0,0.12,1,1.88,0,45,85,1435,0,5,3,3,0,1,1,0,3,2,0,1,1,2478974
219,11,0.26,0.03,3,1104.75,0,17,48,223,0,4,5,3,1,15,2,2,3,0,2,0,0,2505653
390,25,0.44,0.1,1,12519.78,1,45,88,399,1,2,1,1,0,9,0,2,0,2,0,1,0,2517033
314,4,-0.06,0.07,1,-1274.58,0,43,41,1731,1,4,4,1,1,15,0,2,1,2,1,1,1,2406231
91,11,0.28,0.06,1,1185.87,1,17,111,3610,1,4,3,2,0,17,0,3,3,2,2,0,0,2501422
394,25,0.44,0.12,1,12478.07,1,45,206,30750,0,3,4,2,1,4,1,1,3,2,4,0,0,2486817
363,10,0.26,0.03,5,1276.42,1,26,21,1068,1,3,4,3,1,2,0,2,3,4,3,0,0,2350997
105,22,0.35,0.11,3,998.5,0,29,48,61,1,4,3,2,1,12,0,2,3,0,2,0,0,2470239
126,22,-0.74,0.11,4,-2120.44,0,29,27,243,1,0,2,1,0,8,0,2,2,2,0,0,0,2518548
209,11,0.5,0.04,4,2150.45,0,17,47,1910,1,5,3,1,1,9,2,2,1,3,3,1,1,2489747
150,3,0.44,0,1,4079.23,1,18,50,478,0,5,1,2,1,16,2,3,1,3,3,1,0,2511000
80,22,-1.5,0.1,1,-4283.05,1,29,93,1436,0,3,4,2,0,5,0,2,3,4,4,0,0,2436457
60,11,0.5,0.13,1,2109.09,1,17,72,1473,1,4,2,2,0,3,0,2,3,2,0,0,0,2425355
217,43,0.41,0.06,1,5828.51,1,48,155,3402,1,6,2,1,1,16,1,3,3,0,1,1,0,2394541
211,43,0.1,0.16,1,1422.08,0,48,181,22414,0,2,4,3,1,1,2,1,1,2,0,0,0,2397289
254,4,0.48,0.16,1,10256.15,0,43,14,130,0,3,5,1,1,7,0,3,3,2,1,0,0,2475298
255,33,0.35,0.13,5,1273.37,1,24,29,389,0,4,3,2,0,5,2,2,3,2,2,0,0,2506556
223,11,-1.55,0.02,4,-6796.48,0,17,55,1262,1,3,5,3,0,16,1,1,3,3,2,0,0,2411260
117,33,0.29,0.16,3,1047.81,0,24,82,443,0,3,2,3,1,13,2,2,3,1,0,0,0,2505620
103,3,0.35,0.03,1,3261.37,1,18,16,312,1,3,4,3,0,12,2,3,3,4,3,0,0,2372174
173,45,0.28,0.16,3,971.2,1,46,16,1036,1,3,3,3,0,1,2,0,3,2,0,0,0,2447991
344,25,-1.65,0.19,1,-47063.17,1,45,38,1278,0,3,3,3,0,15,1,2,3,2,1,0,0,2478961
265,10,0.32,0.1,4,1592.24,0,26,180,38119,1,2,3,2,1,12,0,3,0,2,3,1,0,2498426
162,27,0.26,0,1,3066.28,1,67,53,429,0,2,2,1,1,15,0,3,3,0,1,0,0,2462621
193,15,0.38,0.06,1,5730.06,1,70,85,357,0,6,4,1,1,3,0,1,3,3,1,1,0,2469071
298,46,-0.77,0.01,5,-3023.6,0,12,124,3140,1,2,3,1,1,8,1,1,2,1,1,1,0,2410679
211,43,0.29,0.16,1,4121.35,1,48,30,1199,0,2,4,1,1,17,0,3,0,2,2,1,1,2403461
309,47,0.35,0.25,4,2480.66,0,9,88,1198,0,3,3,1,0,1,1,0,2,3,4,1,1,2359455
192,45,0.34,0.16,4,1248.51,0,46,152,3574,0,3,3,3,1,9,2,2,3,0,3,0,0,2418711
338,25,0.48,0.25,1,13660.65,1,45,92,3073,0,6,4,2,0,3,0,1,3,2,2,1,1,2479359
130,3,0.08,0.01,1,743.47,1,18,90,796,0,5,4,2,1,17,0,2,3,3,0,1,0,2435042
119,3,0.47,0.13,1,4316.83,1,18,70,491,1,3,3,3,1,6,0,0,1,2,2,1,0,2514490
242,11,0.25,0.03,4,1060.61,0,17,17,1270,0,4,4,2,1,14,2,2,3,3,4,0,0,2491673
137,22,0.5,0.12,3,1415.06,0,29,77,2763,1,6,3,1,0,10,0,2,3,2,4,1,0,2398189
173,38,-0.53,0.25,2,-2492.97,1,33,188,27240,1,4,3,2,1,12,0,2,3,2,1,0,0,2392321
199,45,-0.5,0,4,-1778.87,1,46,114,2865,0,6,4,2,0,3,1,2,3,3,1,1,0,2473029
33,42,0.35,0.21,1,331.04,1,74,157,2856,1,2,3,1,0,10,2,1,0,3,3,1,0,2393934
366,47,0.35,0.13,4,2516.81,0,9,43,189,1,5,2,1,0,7,0,3,3,0,2,1,0,2503630
124,3,0.29,0.04,1,2664.38,1,18,29,45,1,2,3,1,0,5,2,0,1,3,2,0,0,2481958
316,25,0.37,0.19,1,10563.01,0,45,97,2218,0,5,3,1,1,0,2,2,1,0,2,1,1,2478151
215,22,0.38,0.11,5,1103.29,1,29,73,1278,0,6,3,2,1,3,0,2,3,3,1,1,0,2350796
173,45,0.37,0.04,5,1340.62,0,46,173,3716,0,4,4,3,1,13,1,3,3,2,4,0,0,2455358
104,3,0.1,0.21,1,923.87,1,18,35,404,0,4,4,3,1,14,0,3,3,0,1,0,0,2500571
295,4,0.11,0.07,1,2335.25,1,43,76,466,0,3,5,2,1,17,0,3,3,4,4,0,0,2502345
183,36,0.34,0.1,1,4352.01,1,35,60,245,1,4,3,2,1,8,1,1,3,2,1,0,0,2373724
131,3,0.38,0.18,1,3476.08,0,18,40,1321,0,5,4,3,1,9,1,2,3,2,1,1,1,2382544
173,4,0.08,0.13,1,1706.45,0,43,119,3113,1,6,5,2,0,6,0,2,1,3,3,1,1,2406651
202,47,0.37,0.1,2,2639.61,0,9,89,1698,0,6,3,2,1,12,0,2,3,1,0,1,0,2363515
228,47,0.37,0.1,2,2647.53,1,9,140,3256,0,2,4,3,0,14,0,1,1,2,0,0,0,2467285
131,3,0.25,0.16,1,2326.87,0,18,167,1481,0,3,3,3,1,0,0,2,3,0,2,0,0,2354391
144,3,0.38,0.07,1,3524.5,0,18,171,30625,1,2,4,1,1,4,0,3,0,3,3,1,1,2497927
127,3,0.41,0.01,1,3789.8,1,18,18,138,1,5,4,1,1,13,0,3,3,0,1,1,0,2462645
273,4,0.47,0.02,1,9988.42,1,43,55,1207,1,3,3,2,0,4,0,1,3,4,1,0,0,2495632
262,45,0.08,0.16,5,296.99,0,46,22,876,1,6,3,3,0,16,0,3,3,2,1,1,1,2452316
176,47,0.5,0.06,2,3578.97,1,9,172,1797,1,5,2,1,1,14,0,1,3,3,2,1,1,2495980
266,4,0.26,0.25,1,5515.63,0,43,89,2131,1,3,4,3,1,10,2,0,3,0,4,0,0,2404890
356,47,0.44,0.11,4,3106.09,0,9,156,3079,0,6,4,1,1,6,1,1,3,3,4,1,0,2433610
382,47,0.26,0.11,4,1876.57,1,9,139,1982,1,5,3,3,0,12,2,0,3,0,3,1,1,2482502
289,25,0.31,0.25,1,8847.64,1,45,35,558,0,3,4,1,0,7,1,1,3,4,4,0,0,2492473
120,45,-0.81,0.1,2,-2824.13,0,46,89,331,0,2,3,1,0,6,0,3,1,3,3,0,0,2473244
107,3,0.24,0.07,1,2202.34,1,18,37,1235,0,2,3,1,1,10,0,3,0,2,3,1,1,2497709
202,43,0.06,0.1,1,860.92,0,48,194,23444,1,3,3,3,0,5,0,0,3,0,1,0,0,2395695
123,11,0.35,0.25,3,1492.86,0,17,53,232,0,6,3,3,0,17,0,3,3,3,2,1,1,2518831
129,33,0.08,0.02,2,288.32,0,24,143,2481,0,4,4,1,1,0,0,1,3,3,4,0,0,2431477
256,4,0.31,0.12,1,6632.45,0,43,16,1791,0,5,3,1,1,16,1,3,1,4,0,1,1,2464326
49,22,0.32,0.1,1,908.12,0,29,161,1086,0,4,4,2,0,15,1,2,3,2,4,0,0,2382612
73,22,0.48,0.02,1,1336.77,0,29,80,664,0,4,4,3,1,6,0,3,3,2,1,0,0,2463028
232,4,0.11,0.18,1,2351.98,0,43,109,3772,0,5,4,2,1,17,1,1,3,0,0,1,0,2387071
298,36,-0.19,0.1,4,-1065.02,0,35,15,1092,0,4,4,2,1,2,0,1,0,0,1,1,0,2374049
117,45,0.48,0.1,2,1683.64,0,46,183,2301,1,4,3,3,0,16,0,3,2,2,2,1,0,2447525
165,11,0.28,0,3,1225.12,0,17,40,1817,1,6,4,2,1,8,0,1,3,0,0,1,1,2496205
178,45,0.29,0.13,3,1022.5,1,46,82,451,1,3,3,1,0,3,1,0,3,2,1,0,0,2519956
173,3,-0.07,0.07,1,-642.1,1,18,193,41171,1,5,4,1,0,0,0,1,3,2,2,1,1,2468544
154,11,0.47,0.03,2,2031.14,0,17,75,1469,0,3,5,3,0,12,2,0,3,3,0,0,0,2405297
135,3,0.32,0.25,1,2990.75,0,18,169,3554,0,2,4,1,0,0,2,2,0,3,2,1,0,2482839
107,3,0.25,0.12,1,2320.03,1,18,171,34425,1,5,4,1,1,5,0,1,3,0,1,1,0,2467874
106,11,0.12,0.02,1,524.2,0,17,72,1235,0,2,4,3,1,17,1,2,1,0,3,0,0,2390063
142,3,0.5,0.21,1,4656.21,0,18,70,525,0,5,4,1,0,11,2,1,3,2,3,1,0,2344626
98,3,0.19,0.06,1,1753.48,1,18,28,994,1,0,4,2,1,8,0,3,2,2,4,0,0,2498734
159,45,0.31,0.12,4,1097.51,1,46,83,3441,0,5,4,2,1,0,0,0,3,2,3,1,0,2448920
275,4,0.38,0.12,1,8127.18,1,43,24,2025,0,6,3,1,1,11,1,1,3,0,2,1,1,2387041
42,45,0.01,0.11,1,39.68,0,46,159,1287,0,3,2,3,1,11,1,3,3,0,2,0,0,2446509
339,25,0.1,0.16,1,2834.04,1,45,13,2041,1,4,4,1,1,14,1,2,1,4,3,1,0,2493332
296,47,0.48,0.12,3,3440.82,1,9,35,215,1,5,4,3,0,4,1,2,3,0,3,1,0,2355452
383,25,0.11,0.16,1,3122.04,1,45,76,235,1,2,1,2,1,13,0,0,0,3,4,1,1,2521728
160,43,0.34,0.25,1,4801.74,1,48,170,3542,0,5,4,3,0,7,2,2,3,2,2,1,1,2397366
250,47,0.35,0.18,3,2469.73,1,9,84,1018,1,6,5,1,1,11,1,2,1,4,1,1,0,2391109
203,22,0.44,0.12,5,1252.85,0,29,40,467,1,0,3,2,0,15,2,1,2,0,0,0,0,2507377
101,3,0.1,0.06,1,920.7,1,18,199,1503,1,3,3,2,1,5,1,2,3,0,3,0,0,2391958
151,43,0.11,0.12,1,1576.36,1,48,150,1333,1,2,3,1,1,7,0,2,0,0,3,1,1,2395145
173,33,0.5,0.21,1,1765.94,1,24,14,676,1,4,2,1,1,6,1,3,3,2,4,0,0,2427649
